Id,Role,Gender,Age,Date of death,Age range,Num victims,Date,Day,Hr,Street Tipe,Street,Croos,Commune,Pos X,Pos Y,Victim,Accused,X coordinate,Y coordinate,Neighborhoods,Weekday
2020-0050,PEATON,FEMENINO,28,2020-11-01,25 -40,1,2020-11-01,1.0,22,AVENIDA,SANTA FE AV.,GODOY CRUZ,Commune 14,-58.42525456,-34.57866344,PEATON,MOTO,103490.75904616,105613.31878847,PALERMO,Sunday
2020-0051,CONDUCTOR,MASCULINO,49,2020-11-05,41 -60,1,2020-11-05,5.0,0,AVENIDA,AVELLANEDA AV.,MERCEDES,Commune 10,-58.48493828,-34.62981124,MOTO,AUTO,98015.81258802,99939.73589695,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Thursday
2020-0052,CICLISTA,MASCULINO,44,2020-11-07,41 -60,1,2020-11-07,7.0,6,AVENIDA,TUCUMAN,PUEYRREDON AV.,Commune 3,-58.40480504,-34.60183884,BICICLETA,CARGAS,105365.60153004,103041.51356366,BALVANERA - SAN CRISTOBAL,Saturday
2020-0053,PASAJERO_ACOMPAÑANTE,MASCULINO,27,2020-11-09,25 -40,1,2020-11-09,9.0,3,AVENIDA,"ALCORTA, AMANCIO AV.","EINSTEIN, ALBERTO",Commune 4,-58.41125934,-34.6541774,AUTO,AUTO,104770.59856807,97235.72066953,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Monday
2020-0054,CICLISTA,MASCULINO,59,2020-11-23,41 -60,1,2020-11-19,19.0,9,CALLE,INCLAN,ALBERTI,Commune 4,-58.39956546,-34.6297708,BICICLETA,AUTO,105844.27941538,99942.63399522,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Thursday
2020-0055,PEATON,MASCULINO,91,2020-12-11,80 -100,1,2020-11-19,19.0,12,AVENIDA,OLAZABAL AV.,,Commune 12,-58.49005682,-34.5786897,PEATON,CARGAS,97544.9185102,105610.70316243,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Thursday
2020-0056,CONDUCTOR,FEMENINO,34,2020-11-21,25 -40,1,2020-11-21,21.0,13,GRAL PAZ,"PAZ, GRAL. AV.","ROCA, CNEL. AV.",Commune 8,-58.47064556,-34.69843756,MOTO,CARGAS,99327.01838497,92326.91130631,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Saturday
2020-0057,PEATON,MASCULINO,84,2020-11-23,80 -100,1,2020-11-23,23.0,7,AVENIDA,NAZCA AV.,"VIALE, LUIS",Commune 11,-58.4750156,-34.61945902,PEATON,AUTO,98925.55646359,101088.30104271,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,Monday
2020-0058,PEATON,MASCULINO,57,2020-11-25,41 -60,1,2020-11-24,24.0,16,AVENIDA,OLIVERA AV.,"FALCON, RAMON L.,CNEL.",Commune 10,-58.48727942,-34.63652467,PEATON,AUTO,97801.31825511,99194.93911759,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Tuesday
2020-0059,PEATON,FEMENINO,49,2020-12-14,41 -60,1,2020-12-01,1.0,6,CALLE,BRASIL,,Commune 1,-58.3795169,-34.62794241,PEATON,PASAJEROS,107682.84851121,100144.13011242,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Tuesday
2020-0060,PEATON,FEMENINO,69,2020-12-03,61 -80,1,2020-12-03,3.0,20,AVENIDA,HOMERO,"PERON, EVA AV.",Commune 9,-58.47750832,-34.65672199,PEATON,MOTO,98697.55944704,96954.54248093,LINIERS - MATADEROS - PARQUE AVELLANEDA,Thursday
2020-0061,CONDUCTOR,MASCULINO,45,2020-12-04,41 -60,1,2020-12-03,3.0,14,AUTOPISTA,"CANTILO, INT.","UDAONDO, GUILLERMO AV.",Commune 13,-58.44927253,-34.54048625,MOTO,CARGAS,101287.58627255,109848.96522762,BELGRANO - COLEGIALES - NUÃ‘EZ,Thursday
2020-0062,CICLISTA,MASCULINO,47,2020-12-04,41 -60,1,2020-12-04,4.0,17,CALLE,MORENO,,Commune 3,-58.39246272,-34.61253541,BICICLETA,PASAJEROS,106496.9140335,101854.1879121,BALVANERA - SAN CRISTOBAL,Friday
2020-0063,PEATON,MASCULINO,38,2020-12-05,25 -40,2,2020-12-05,5.0,7,CALLE,NUEVA YORK,ALTA GRACIA,Commune 11,-58.52783814,-34.61047001,PEATON_MOTO,MOTO,94080.62190808,102083.62453795,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,Saturday
2020-0063,PASAJERO_ACOMPAÑANTE,MASCULINO,21,2020-12-05,0 -24,2,2020-12-05,5.0,7,CALLE,NUEVA YORK,ALTA GRACIA,Commune 11,-58.52783814,-34.61047001,PEATON_MOTO,MOTO,94080.62190808,102083.62453795,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,Saturday
2020-0065,CONDUCTOR,MASCULINO,24,2020-12-06,25 -40,1,2020-12-05,5.0,16,GRAL PAZ,"PAZ, GRAL. AV.","GOYENECHE, ROBERTO PARQUE AV.",Commune 12,-58.49332664,-34.54836855,MOTO,AUTO,97243.88021302,108974.21974638,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Saturday
2020-0066,CONDUCTOR,MASCULINO,27,2020-12-07,25 -40,1,2020-12-07,7.0,4,AUTOPISTA,AUTOPISTA PERITO MORENO,,Commune 10,-58.50178784,-34.63593897,MOTO,OBJETO FIJO,96471.01552298,99259.49298489,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Monday
2020-0067,PEATON,MASCULINO,51,2020-12-11,41 -60,1,2020-12-11,11.0,22,AVENIDA,SAENZ AV.,BEAZLEY,Commune 4,-58.41657793,-34.65476216,PEATON,PASAJEROS,104283.01090451,97171.08656182,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Friday
2020-0068,CONDUCTOR,MASCULINO,71,2020-12-20,61 -80,1,2020-12-12,12.0,20,AVENIDA,DEL LIBERTADOR AV.,AUSTRIA,Commune 2,-58.39731474,-34.58307887,MOTO,AUTO,106054.02111991,105122.1967882,RECOLETA,Saturday
2020-0069,PASAJERO_ACOMPAÑANTE,MASCULINO,25,2020-12-15,25 -40,1,2020-12-15,15.0,5,AVENIDA,INDEPENDENCIA AV.,"SAENZ PEÑA, LUIS, PRES.",Commune 1,-58.38746381,-34.61790839,MOTO,PASAJEROS,106954.95135245,101257.81371683,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Tuesday
2020-0070,PEATON,FEMENINO,81,2020-12-22,80 -100,1,2020-12-17,17.0,15,AVENIDA,CALLAO AV.,"LAS HERAS, GENERAL",Commune 2,-58.39189441,-34.59176378,PEATON,PASAJEROS,106550.65433457,104158.41702434,RECOLETA,Thursday
2020-0071,PEATON,MASCULINO,4,2020-12-17,0 -24,1,2020-12-17,17.0,23,AVENIDA,SAN PEDRITO AV.,DIRECTORIO AV.,Commune 7,-58.46749188,-34.63551751,PEATON,AUTO,99615.63172945,99306.93173343,FLORES - PARQUE CHACABUCO,Thursday
2020-0072,CICLISTA,MASCULINO,42,2020-12-19,41 -60,1,2020-12-19,19.0,3,AVENIDA,JUJUY AV.,"CALVO, CARLOS",Commune 3,-58.40280471,-34.62113271,BICICLETA,AUTO,105547.81747951,100901.07129086,BALVANERA - SAN CRISTOBAL,Saturday
2020-0073,CONDUCTOR,MASCULINO,56,2020-12-20,41 -60,1,2020-12-20,20.0,7,AVENIDA,27 DE FEBRERO AV.,ESCALADA AV.,Commune 8,-58.44451316,-34.68475866,MOTO,OBJETO FIJO,101721.59002217,93844.25656649,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Sunday
2020-0074,CONDUCTOR,MASCULINO,39,2020-12-20,25 -40,1,2020-12-20,20.0,21,AVENIDA,BOGOTA,NAZCA AV.,Commune 7,-58.47110424,-34.62742408,AUTO,AUTO,99284.33566289,100204.74520997,FLORES - PARQUE CHACABUCO,Sunday
2020-0075,PEATON,MASCULINO,23,2020-12-23,0 -24,1,2020-12-23,23.0,14,AVENIDA,CORRIENTES AV.,9 DE JULIO AV.,Commune 1,-58.38220928,-34.60373898,PEATON,PASAJEROS,107438.10136119,102829.304178,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Wednesday
2020-0076,CONDUCTOR,FEMENINO,78,2021-01-17,61 -80,1,2020-12-24,24.0,12,AVENIDA,ALVAREZ JONTE AV.,CHIVILCOY,Commune 10,-58.49794468,-34.61565025,AUTO,PASAJEROS,96822.6113343,101510.32578499,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Thursday
2020-0077,CONDUCTOR,FEMENINO,30,2020-12-25,25 -40,2,2020-12-25,25.0,6,AVENIDA,SAN MARTIN AV.,PUNTA ARENAS,Commune 15,-58.47220945,-34.60111373,MOTO,AUTO,99182.71320106,103123.43585183,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Friday
2020-0077,PASAJERO_ACOMPAÑANTE,FEMENINO,24,2020-12-25,25 -40,2,2020-12-25,25.0,6,AVENIDA,SAN MARTIN AV.,PUNTA ARENAS,Commune 15,-58.47220945,-34.60111373,MOTO,AUTO,99182.71320106,103123.43585183,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Friday
2020-0078,CICLISTA,MASCULINO,26,2020-12-25,25 -40,1,2020-12-25,25.0,5,CALLE,BARCO CENTENERA DEL,,Commune 7,-58.43706741,-34.63217813,BICICLETA,PASAJEROS,102405.37940842,99677.09327308,FLORES - PARQUE CHACABUCO,Friday
2020-0079,CONDUCTOR,MASCULINO,28,2020-12-27,25 -40,1,2020-12-27,27.0,4,GRAL PAZ,"PAZ, GRAL. AV.","GOYENECHE, ROBERTO PARQUE AV.",Commune 12,-58.49332664,-34.54836855,MOTO,OBJETO FIJO,97243.88021302,108974.21974638,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Sunday
2021-0001,CONDUCTOR,MASCULINO,36,2021-01-06,25 -40,1,2021-01-06,6.0,18,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,Commune 1,-58.37960727,-34.62622851,MOTO,AUTO,107674.7178188,100334.26713627,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Wednesday
2021-0002,CONDUCTOR,FEMENINO,47,2021-01-07,41 -60,1,2021-01-07,7.0,10,AVENIDA,"CASTRO, EMILIO AV.",MURGUIONDO,Commune 9,-58.51061062,-34.64972472,MOTO,CARGAS,95662.77651946,97729.83483715,LINIERS - MATADEROS - PARQUE AVELLANEDA,Thursday
2021-0003,CONDUCTOR,MASCULINO,27,2021-01-10,25 -40,1,2021-01-10,10.0,7,AUTOPISTA,AUTOPISTA 25 DE MAYO,,Commune 7,-58.43052224,-34.62941648,MOTO,OBJETO FIJO,103005.63484321,99983.28177809,FLORES - PARQUE CHACABUCO,Sunday
2021-0004,PEATON,FEMENINO,61,2021-01-11,61 -80,1,2021-01-11,11.0,9,AVENIDA,CASEROS AV.,GUARANI,Commune 5,-58.41455544,-34.63866836,PEATON,CARGAS,104469.26511938,98956.35144845,ALMAGRO - BOEDO,Monday
2021-0005,PEATON,MASCULINO,73,2021-01-14,61 -80,1,2021-01-11,11.0,21,AVENIDA,"PERON, EVA AV.",,Commune 9,-58.46774439,-34.64730145,PEATON,AUTO,99592.54465207,97999.69053974,LINIERS - MATADEROS - PARQUE AVELLANEDA,Monday
2021-0006,PASAJERO_ACOMPAÑANTE,FEMENINO,23,2021-01-12,0 -24,1,2021-01-12,12.0,21,AUTOPISTA,AUTOPISTA ARTURO ILLIA,SARMIENTO AV.,Commune 14,-58.40786274,-34.56726817,MOTO,CARGAS,105087.20771949,106876.69794004,PALERMO,Tuesday
2021-0007,CONDUCTOR,MASCULINO,84,2021-01-26,80 -100,1,2021-01-18,18.0,10,AVENIDA,DE LOS CONSTITUYENTES AV.,GIRIBONE,Commune 15,-58.48744301,-34.58622275,MOTO,MOTO,97784.94977398,104775.10084109,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Monday
2021-0008,PEATON,MASCULINO,28,2021-01-22,25 -40,1,2021-01-22,22.0,23,AVENIDA,SAENZ AV.,"RABANAL, FRANCISCO, INTENDENTE AV.",Commune 4,-58.41657793,-34.65476216,PEATON,PASAJEROS,104283.01090451,97171.08656182,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Friday
2021-0009,CONDUCTOR,MASCULINO,31,2021-01-23,25 -40,1,2021-01-23,23.0,5,AVENIDA,PAYSANDU,GAONA AV.,Commune 6,-58.45351111,-34.61134937,MOTO,OBJETO FIJO,100897.78829476,101987.96413026,CABALLITO,Saturday
2021-0010,CONDUCTOR,MASCULINO,28,2021-01-23,25 -40,1,2021-01-23,23.0,8,GRAL PAZ,"PAZ, GRAL. AV.","BALBIN, RICARDO, DR. AV.",Commune 12,-58.5007381,-34.5497951,MOTO,AUTO,96563.66494817,108815.73881056,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Saturday
2021-0011,PEATON,MASCULINO,21,2021-01-27,0 -24,1,2021-01-27,27.0,1,AVENIDA,SANTA FE AV.,,Commune 2,-58.39144148,-34.59564871,PEATON,AUTO,106591.90146932,103727.42053338,RECOLETA,Wednesday
2021-0012,PEATON,MASCULINO,0,2021-01-29,0 -24,1,2021-01-29,29.0,20,AUTOPISTA,"DELLEPIANE, LUIS, TTE. GRAL.",GUAMINI,Commune 8,-58.48191128,-34.68385968,PEATON,AUTO,98294.52407931,93943.96825453,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Friday
2021-0013,CONDUCTOR,MASCULINO,41,2021-01-31,41 -60,1,2021-01-31,31.0,6,AVENIDA,"FALCON, RAMON L.,CNEL.",OLIVERA AV.,Commune 10,-58.48727942,-34.63652467,MOTO,OBJETO FIJO,97801.31825511,99194.93911759,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Sunday
2021-0014,PEATON,MASCULINO,28,2021-02-18,25 -40,1,2021-02-02,2.0,0,AVENIDA,SAN MARTIN AV.,NOGOYA,Commune 15,-58.48328708,-34.59779521,PEATON,AUTO,98166.49822882,103491.41769625,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Tuesday
2021-0015,CONDUCTOR,MASCULINO,26,2021-02-06,25 -40,1,2021-02-06,6.0,3,AVENIDA,SAN MARTIN AV.,TINOGASTA,Commune 15,-58.49018543,-34.5972499,MOTO,OBJETO FIJO,97533.67858226,103551.7600352,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Saturday
2021-0016,CONDUCTOR,MASCULINO,22,2021-02-14,0 -24,1,2021-02-14,14.0,5,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","DE LA TORRE, LISANDRO",Commune 8,-58.47230127,-34.68482689,AUTO,OBJETO FIJO,99175.17507833,93836.79626465,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Sunday
2021-0017,CONDUCTOR,MASCULINO,33,2021-02-17,25 -40,1,2021-02-17,17.0,4,AVENIDA,SALTA,CASEROS AV.,Commune 1,-58.38262614,-34.63168269,MOTO,PASAJEROS,107397.40269295,99729.43717725,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Wednesday
2021-0018,PEATON,MASCULINO,36,2021-03-08,25 -40,1,2021-02-20,20.0,19,CALLE,"JAURES, JEAN","PERON, JUAN DOMINGO, TTE. GENERAL",Commune 3,-58.41047268,-34.60793518,PEATON,AUTO,104845.36965581,102365.51025993,BALVANERA - SAN CRISTOBAL,Saturday
2021-0019,CONDUCTOR,MASCULINO,30,2021-02-21,25 -40,1,2021-02-21,21.0,1,AVENIDA,TRIUNVIRATO AV.,"LARRALDE, CRISOLOGO AV.",Commune 12,-58.49659234,-34.56353635,MOTO,OBJETO FIJO,96944.69676081,107291.52292157,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Sunday
2021-0020,PEATON,FEMENINO,0,2021-02-21,0 -24,1,2021-02-21,21.0,15,CALLE,POTOSI,GASCON,Commune 5,-58.42462955,-34.60727189,PEATON,CARGAS,103546.90832431,102439.67271563,ALMAGRO - BOEDO,Sunday
2021-0021,CONDUCTOR,MASCULINO,39,2021-03-04,25 -40,1,2021-02-26,26.0,5,CALLE,"YRIGOYEN, HIPOLITO",24 DE NOVIEMBRE,Commune 3,-58.41168345,-34.61185625,MOTO,OBJETO FIJO,104734.09567654,101930.58983096,BALVANERA - SAN CRISTOBAL,Friday
2021-0022,PASAJERO_ACOMPAÑANTE,MASCULINO,68,2021-03-06,61 -80,1,2021-02-28,28.0,12,AVENIDA,DEL LIBERTADOR AV.,ROOSEVELT FRANKLIN D.,Commune 13,-58.45157681,-34.55217303,PASAJEROS,SD,101075.92147827,108552.55000854,BELGRANO - COLEGIALES - NUÃ‘EZ,Sunday
2021-0023,CONDUCTOR,MASCULINO,24,2021-03-01,25 -40,0,,,,,,,,,,,,,,,
2021-0024,CICLISTA,MASCULINO,5,2021-03-03,0 -24,1,2021-03-03,3.0,16,AVENIDA,"PERON, EVA AV.",PIEDRA BUENA AV.,Commune 9,-58.49573651,-34.67006054,BICICLETA,CARGAS,97027.10745715,95474.44134863,LINIERS - MATADEROS - PARQUE AVELLANEDA,Wednesday
2021-0025,CONDUCTOR,MASCULINO,37,2021-03-11,25 -40,1,2021-03-11,11.0,3,GRAL PAZ,"PAZ, GRAL. AV.",AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,Commune 8,-58.48695354,-34.68795245,MOTO,OTRO,97832.57143731,93489.83736533,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Thursday
2021-0026,CONDUCTOR,MASCULINO,36,2021-03-15,25 -40,1,2021-03-15,15.0,2,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,Commune 4,-58.37562539,-34.64449357,MOTO,OBJETO FIJO,108038.11136985,98307.74373426,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Monday
2021-0027,CONDUCTOR,FEMENINO,19,2021-03-16,0 -24,1,2021-03-16,16.0,15,GRAL PAZ,"PAZ, GRAL. AV.",DONADO,Commune 12,-58.49491054,-34.54795581,MOTO,CARGAS,97098.48468623,109019.96106626,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Tuesday
2021-0028,PEATON,MASCULINO,0,2021-03-29,0 -24,1,2021-03-29,29.0,17,AVENIDA,COREA AV.,"TORRES Y TENORIO, PRES.",Commune 7,-58.44147621,-34.64357704,PEATON,PASAJEROS,102000.84898999,98412.66166222,FLORES - PARQUE CHACABUCO,Monday
2021-0029,CONDUCTOR,MASCULINO,26,2021-04-02,25 -40,1,2021-03-31,31.0,18,AVENIDA,"FALCON, RAMON L.,CNEL.",SAN PEDRITO AV.,Commune 7,-58.46899119,-34.63215432,AUTO,AUTO,99478.1353047,99680.01615001,FLORES - PARQUE CHACABUCO,Wednesday
2021-0030,PEATON,MASCULINO,36,2021-04-07,25 -40,1,2021-04-03,3.0,18,CALLE,FINOCHIETTO ENRIQUE DR.,,Commune 4,-58.38685612,-34.63455776,PEATON,PASAJEROS,107009.29363805,99410.79524854,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Saturday
2021-0031,PEATON,FEMENINO,68,2021-04-11,61 -80,1,2021-04-07,7.0,10,AVENIDA,9 DE JULIO AV.,INDEPENDENCIA AV.,Commune 1,-58.38113667,-34.61765323,PEATON,CARGAS,107535.23922218,101285.66809968,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Wednesday
2021-0032,PEATON,MASCULINO,60,2021-04-29,61 -80,1,2021-04-10,10.0,19,AUTOPISTA,"CANTILO, INT.","GUIRALDES, INT.",Commune 13,-58.44112678,-34.54538956,PEATON,MOTO,102035.21425502,109304.9013353,BELGRANO - COLEGIALES - NUÃ‘EZ,Saturday
2021-0033,CONDUCTOR,MASCULINO,33,2021-04-14,25 -40,1,2021-04-14,14.0,17,AUTOPISTA,AUTOPISTA 25 DE MAYO,,Commune 5,-58.41595919,-34.62743346,AUTO,OBJETO FIJO,104341.13684161,100202.74307433,ALMAGRO - BOEDO,Wednesday
2021-0034,PASAJERO_ACOMPAÑANTE,FEMENINO,26,2021-04-19,25 -40,1,2021-04-19,19.0,14,AVENIDA,"ALCORTA, AMANCIO AV.",ZAVALETA,Commune 4,-58.40184094,-34.64546845,MOTO,CARGAS,105634.57202683,98201.36000813,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Monday
2021-0035,CONDUCTOR,MASCULINO,24,2021-05-03,25 -40,1,2021-05-03,3.0,9,AVENIDA,"JANER, ANA MARIA",LAFUENTE AV.,Commune 8,-58.44642231,-34.65679806,MOTO,CARGAS,101547.14246919,96946.08308197,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Monday
2021-0036,CONDUCTOR,MASCULINO,36,2021-05-09,25 -40,1,2021-05-09,9.0,6,GRAL PAZ,"PAZ, GRAL. AV.",MOSCONI GENERAL AV.,Commune 11,-58.52340614,-34.59798754,MOTO,OBJETO FIJO,94486.28631712,103468.59928582,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,Sunday
2021-0037,PEATON,FEMENINO,58,2021-05-11,41 -60,1,2021-05-11,11.0,7,AVENIDA,MONROE,"BALBIN, RICARDO, DR. AV.",Commune 13,-58.46649069,-34.56219075,PEATON,PASAJEROS,99707.12636872,107441.30935745,BELGRANO - COLEGIALES - NUÃ‘EZ,Tuesday
2021-0038,CONDUCTOR,FEMENINO,44,2021-05-14,41 -60,1,2021-05-14,14.0,11,AVENIDA,"JUSTO, JUAN B. AV.",SANTA FE AV.,Commune 14,-58.42653328,-34.57816791,MOTO,CARGAS,103373.45116327,105668.33246254,PALERMO,Friday
2021-0039,CICLISTA,MASCULINO,86,2021-06-05,80 -100,1,2021-05-15,15.0,12,AVENIDA,OLIDEN,"ALBERDI, JUAN BAUTISTA AV.",Commune 9,-58.50407099,-34.65303372,BICICLETA,AUTO,96262.45081883,97363.01985851,LINIERS - MATADEROS - PARQUE AVELLANEDA,Saturday
2021-0040,CONDUCTOR,MASCULINO,27,2021-05-20,25 -40,1,2021-05-20,20.0,5,GRAL PAZ,"PAZ, GRAL. AV.",DEL LIBERTADOR AV.,Commune 13,-58.46743471,-34.53476874,MOTO,AUTO,99620.34936816,110483.29286598,BELGRANO - COLEGIALES - NUÃ‘EZ,Thursday
2021-0041,PEATON,MASCULINO,75,2021-05-20,61 -80,1,2021-05-20,20.0,8,AVENIDA,DEL LIBERTADOR AV.,CASARES AV.,Commune 14,-58.40986646,-34.5772806,PEATON,PASAJEROS,104902.7533239,105766.08933002,PALERMO,Thursday
2021-0042,PEATON,MASCULINO,39,2021-05-21,25 -40,1,2021-05-21,21.0,5,AVENIDA,RIVADAVIA AV.,,Commune 9,-58.51739138,-34.63931792,PEATON,PASAJEROS,95040.52119933,98883.98738744,LINIERS - MATADEROS - PARQUE AVELLANEDA,Friday
2021-0043,PEATON,MASCULINO,50,2021-05-22,41 -60,1,2021-05-22,22.0,18,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",PILAR,Commune 9,-58.50719962,-34.65556223,PEATON,AUTO,95975.76718859,97082.39835843,LINIERS - MATADEROS - PARQUE AVELLANEDA,Saturday
2021-0044,PASAJERO_ACOMPAÑANTE,MASCULINO,21,2021-05-25,0 -24,1,2021-05-25,25.0,2,AVENIDA,"PERON, EVA AV.","ACOSTA, MARIANO",Commune 9,-58.46712311,-34.64600222,MOTO,OBJETO FIJO,99649.49576145,98143.82203448,LINIERS - MATADEROS - PARQUE AVELLANEDA,Tuesday
2021-0045,CONDUCTOR,MASCULINO,22,2021-05-26,0 -24,1,2021-05-26,26.0,17,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,,Commune 4,-58.37709334,-34.64035082,MOTO,MULTIPLE,107903.91828587,98767.43091425,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Wednesday
2021-0046,PASAJERO_ACOMPAÑANTE,MASCULINO,20,2021-05-31,0 -24,1,2021-05-31,31.0,2,AVENIDA,ELCANO AV.,GUZMAN AV.,Commune 15,-58.46033141,-34.58569883,AUTO,OBJETO FIJO,100272.31336486,104833.49710745,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Monday
2021-0047,CONDUCTOR,MASCULINO,59,2021-06-02,41 -60,1,2021-06-02,2.0,16,AVENIDA,"VEDIA, AGUSTIN DE","RABANAL, FRANCISCO, INTENDENTE AV.",Commune 4,-58.42190745,-34.65633192,MOTO,AUTO,103794.38334006,96997.15780313,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Wednesday
2021-0048,CICLISTA,MASCULINO,44,2021-06-23,41 -60,1,2021-06-03,3.0,9,AVENIDA,CAPDEVILA,CONGRESO AV.,Commune 12,-58.49026573,-34.5698141,BICICLETA,AUTO,97525.48112402,106595.29222041,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Thursday
2021-0049,CONDUCTOR,MASCULINO,74,2021-06-03,61 -80,1,2021-06-03,3.0,20,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",,Commune 8,-58.45410344,-34.66902702,AUTO,AUTO,100842.91519469,95589.55734164,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Thursday
2021-0050,CONDUCTOR,MASCULINO,56,2021-06-10,41 -60,1,2021-06-10,10.0,13,AVENIDA,DEL LIBERTADOR AV.,,Commune 13,-58.44751621,-34.55719892,MOTO,PASAJEROS,101448.53024105,107994.96785043,BELGRANO - COLEGIALES - NUÃ‘EZ,Thursday
2021-0051,PEATON,MASCULINO,73,2021-06-16,61 -80,1,2021-06-15,15.0,19,AVENIDA,27 DE FEBRERO AV.,EREZCANO AV.,Commune 4,-58.42040352,-34.66005171,PEATON,CARGAS,103932.07299582,96584.44861459,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Tuesday
2021-0052,PASAJERO_ACOMPAÑANTE,FEMENINO,19,2021-06-20,0 -24,1,2021-06-20,20.0,5,GRAL PAZ,"PAZ, GRAL. AV.",,Commune 8,-58.49530249,-34.68010798,MOTO,OBJETO FIJO,97067.24775528,94359.84584291,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Sunday
2021-0053,PEATON,MASCULINO,58,2021-06-30,41 -60,1,2021-06-20,20.0,12,AVENIDA,CORRIENTES AV.,,Commune 15,-58.44399875,-34.5947736,PEATON,BICICLETA,101770.5810882,103826.64826158,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Sunday
